Chromosome	Start	End	Strand	Feature	gene_id	UTR_id
chr19	12588599	12589769	+	3UTR	Fam111a	Fam111a:chr19:12588599:12589769:u1
chr19	12627117	12627616	+	3UTR	Gm4952	Gm4952:chr19:12627117:12627616:u1
chr19	12651632	12651737	+	3UTR	Glyat	Glyat:chr19:12651632:12651737:u1
chr19	12675146	12675243	+	3UTR	Olfr1442	Olfr1442:chr19:12675146:12675243:u1
chr19	12681049	12683845	+	3UTR	Olfr1443	Olfr1443:chr19:12681049:12683845:u1
chr19	12719183	12719896	+	3UTR	Keg1	Keg1:chr19:12719183:12719896:u1
chr19	12833355	12833813	+	3UTR	Lpxn	Lpxn:chr19:12833355:12833813:u1
chr19	13781568	13781614	+	3UTR	Olfr1496	Olfr1496:chr19:13781568:13781614:u1
chr19	16383395	16388520	+	3UTR	Gnaq	Gnaq:chr19:16383395:16388520:u1
chr19	16609531	16610818	+	3UTR	Gna14	Gna14:chr19:16609531:16610818:u1
chr19	17220815	17223932	+	3UTR	Prune2	Prune2:chr19:17220815:17223932:u1
chr19	17399604	17401349	+	3UTR	Rfk	Rfk:chr19:17399604:17401349:u1
chr19	18651244	18652184	+	3UTR	Nmrk1	Nmrk1:chr19:18651244:18652184:u1
chr19	18704122	18704792	+	3UTR	Carnmt1	Carnmt1:chr19:18704122:18704792:u1
chr19	18717375	18718429	+	3UTR	D030056L22Rik	D030056L22Rik:chr19:18717375:18718429:u1
chr19	18892138	18892511	+	3UTR	Trpm6	Trpm6:chr19:18892138:18892511:u1
chr19	20642967	20643463	+	3UTR	Aldh1a1	Aldh1a1:chr19:20642967:20643463:u1
chr19	21280572	21286840	+	3UTR	Zfand5	Zfand5:chr19:21280572:21286840:u1
chr19	21684318	21685637	+	3UTR	Abhd17b	Abhd17b:chr19:21684318:21685637:u1
chr19	21856352	21858360	+	3UTR	Cemip2	Cemip2:chr19:21856352:21858360:u1
chr19	22766813	22769380	+	3UTR	Trpm3	Trpm3:chr19:22766813:22769380:u1
chr19	22771974	22773361	+	3UTR	Trpm3	Trpm3:chr19:22771974:22773361:u2
chr19	22926229	22926489	+	3UTR	Trpm3	Trpm3:chr19:22926229:22926489:u3
chr19	22988309	22995410	+	3UTR	Trpm3	Trpm3:chr19:22988309:22995410:u4
chr19	23164913	23168128	+	3UTR	Klf9	Klf9:chr19:23164913:23168128:u1
chr19	23720401	23721129	+	3UTR	Ptar1	Ptar1:chr19:23720401:23721129:u1
chr19	23945782	23949597	+	3UTR	Apba1	Apba1:chr19:23945782:23949597:u1
chr19	24677813	24679661	+	3UTR	Tmem252	Tmem252:chr19:24677813:24679661:u1
chr19	25201048	25202432	+	3UTR	Dock8	Dock8:chr19:25201048:25202432:u1
chr19	25433584	25434498	+	3UTR	Kank1	Kank1:chr19:25433584:25434498:u1
chr19	25603351	25604328	+	3UTR	Dmrt1	Dmrt1:chr19:25603351:25604328:u1
chr19	25623224	25623921	+	3UTR	Dmrt3	Dmrt3:chr19:25623224:25623921:u1
chr19	25678725	25678991	+	3UTR	Dmrt2	Dmrt2:chr19:25678725:25678991:u1
chr19	26777371	26778321	+	3UTR	Smarca2	Smarca2:chr19:26777371:26778321:u1
chr19	26888432	26888647	+	3UTR	Gm815	Gm815:chr19:26888432:26888647:u1
chr19	27249141	27254231	+	3UTR	Vldlr	Vldlr:chr19:27249141:27254231:u1
chr19	27333924	27337179	+	3UTR	Kcnv2	Kcnv2:chr19:27333924:27337179:u1
chr19	28911901	28913960	+	3UTR	Slc1a1	Slc1a1:chr19:28911901:28913960:u1
chr19	28964880	28966801	+	3UTR	Plpp6	Plpp6:chr19:28964880:28966801:u1
chr19	29012803	29015766	+	3UTR	Cdc37l1	Cdc37l1:chr19:29012803:29015766:u1
chr19	29015893	29020237	+	3UTR	Cdc37l1	Cdc37l1:chr19:29015893:29020237:u2
chr19	29024834	29026678	+	3UTR	Cdc37l1	Cdc37l1:chr19:29024834:29026678:u3
chr19	29143293	29143843	+	3UTR	Rcl1	Rcl1:chr19:29143293:29143843:u1
chr19	29311849	29313092	+	3UTR	Jak2	Jak2:chr19:29311849:29313092:u1
chr19	29385413	29388094	+	3UTR	Cd274	Cd274:chr19:29385413:29388094:u1
chr19	29454578	29454600	+	3UTR	Pdcd1lg2	Pdcd1lg2:chr19:29454578:29454600:u1
chr19	29470516	29472927	+	3UTR	Pdcd1lg2	Pdcd1lg2:chr19:29470516:29472927:u2
chr19	29604150	29605921	+	3UTR	Ric1	Ric1:chr19:29604150:29605921:u1
chr19	29708234	29708306	+	3UTR	Mlana	Mlana:chr19:29708234:29708306:u1
chr19	29959042	29960717	+	3UTR	Il33	Il33:chr19:29959042:29960717:u1
chr19	30004543	30006020	+	3UTR	Trpd52l3	Trpd52l3:chr19:30004543:30006020:u1
chr19	30092865	30093724	+	3UTR	Uhrf2	Uhrf2:chr19:30092865:30093724:u1
chr19	30239525	30239687	+	3UTR	Mbl2	Mbl2:chr19:30239525:30239687:u1
chr19	31084965	31086592	+	3UTR	Cstf2t	Cstf2t:chr19:31084965:31086592:u1
chr19	31947511	31952365	+	3UTR	A1cf	A1cf:chr19:31947511:31952365:u1
chr19	32514370	32515370	+	3UTR	Minpp1	Minpp1:chr19:32514370:32515370:u1
chr19	32665568	32667187	+	3UTR	Papss2	Papss2:chr19:32665568:32667187:u1
chr19	32820029	32826160	+	3UTR	Pten	Pten:chr19:32820029:32826160:u1
chr19	33976699	33976813	+	3UTR	Lipf	Lipf:chr19:33976699:33976813:u1
chr19	34047016	34047903	+	3UTR	Lipk	Lipk:chr19:34047016:34047903:u1
chr19	34084850	34084918	+	3UTR	Lipn	Lipn:chr19:34084850:34084918:u1
chr19	34121397	34122687	+	3UTR	Lipm	Lipm:chr19:34121397:34122687:u1
chr19	34240074	34240333	+	3UTR	Stambpl1	Stambpl1:chr19:34240074:34240333:u1
chr19	34309044	34309350	+	3UTR	Fas	Fas:chr19:34309044:34309350:u1
chr19	34327325	34327770	+	3UTR	Fas	Fas:chr19:34327325:34327770:u2
chr19	34574475	34576534	+	3UTR	Ifit2	Ifit2:chr19:34574475:34576534:u1
chr19	34588268	34588982	+	3UTR	Ifit3	Ifit3:chr19:34588268:34588982:u1
chr19	34612638	34613401	+	3UTR	Ifit3b	Ifit3b:chr19:34612638:34613401:u1
chr19	34648858	34650009	+	3UTR	Ifit1	Ifit1:chr19:34648858:34650009:u1
chr19	34975571	34975750	+	3UTR	Kif20b	Kif20b:chr19:34975571:34975750:u1
chr19	36104446	36104773	+	3UTR	Rpp30	Rpp30:chr19:36104446:36104773:u1
chr19	36455669	36460970	+	3UTR	Pcgf5	Pcgf5:chr19:36455669:36460970:u1
chr19	36618845	36621135	+	3UTR	Hectd2	Hectd2:chr19:36618845:36621135:u1
chr19	36890804	36893477	+	3UTR	Tnks2	Tnks2:chr19:36890804:36893477:u1
chr19	37011405	37014057	+	3UTR	Btaf1	Btaf1:chr19:37011405:37014057:u1
chr19	37217404	37218215	+	3UTR	Marchf5	Marchf5:chr19:37217404:37218215:u1
chr19	37220821	37221076	+	3UTR	Marchf5	Marchf5:chr19:37220821:37221076:u2
chr19	37221507	37224457	+	3UTR	Marchf5	Marchf5:chr19:37221507:37224457:u3
chr19	37420391	37421863	+	3UTR	Kif11	Kif11:chr19:37420391:37421863:u1
chr19	37439806	37440731	+	3UTR	Hhex	Hhex:chr19:37439806:37440731:u1
chr19	37682979	37683249	+	3UTR	Exoc6	Exoc6:chr19:37682979:37683249:u1
chr19	37701352	37701536	+	3UTR	Cyp26a1	Cyp26a1:chr19:37701352:37701536:u1
chr19	38073499	38074425	+	3UTR	Cep55	Cep55:chr19:38073499:38074425:u1
chr19	38114005	38114263	+	3UTR	Ffar4	Ffar4:chr19:38114005:38114263:u1
chr19	38183740	38183951	+	3UTR	Pde6c	Pde6c:chr19:38183740:38183951:u1
chr19	38306456	38308939	+	3UTR	Lgi1	Lgi1:chr19:38306456:38308939:u1
chr19	38403379	38405607	+	3UTR	Slc35g1	Slc35g1:chr19:38403379:38405607:u1
chr19	38780749	38780782	+	3UTR	Plce1	Plce1:chr19:38780749:38780782:u1
chr19	38782537	38785100	+	3UTR	Plce1	Plce1:chr19:38782537:38785100:u2
chr19	38917940	38919668	+	3UTR	Tbc1d12	Tbc1d12:chr19:38917940:38919668:u1
chr19	38967828	38968277	+	3UTR	Hells	Hells:chr19:38967828:38968277:u1
chr19	39042199	39042687	+	3UTR	Cyp2c55	Cyp2c55:chr19:39042199:39042687:u1
chr19	39093505	39093948	+	3UTR	Cyp2c65	Cyp2c65:chr19:39093505:39093948:u1
chr19	39186631	39186756	+	3UTR	Cyp2c66	Cyp2c66:chr19:39186631:39186756:u1
chr19	39330434	39330713	+	3UTR	Cyp2c29	Cyp2c29:chr19:39330434:39330713:u1
chr19	39568195	39569568	+	3UTR	Cyp2c39	Cyp2c39:chr19:39568195:39569568:u1
chr19	40011909	40012243	+	3UTR	Cyp2c37	Cyp2c37:chr19:40011909:40012243:u1
chr19	40091118	40092333	+	3UTR	Cyp2c50	Cyp2c50:chr19:40091118:40092333:u1
chr19	40113616	40113955	+	3UTR	Cyp2c50	Cyp2c50:chr19:40113616:40113955:u2
chr19	40739030	40741602	+	3UTR	Entpd1	Entpd1:chr19:40739030:40741602:u1
chr19	40846099	40848570	+	3UTR	Ccnj	Ccnj:chr19:40846099:40848570:u1
chr19	40916066	40917947	+	3UTR	Zfp518a	Zfp518a:chr19:40916066:40917947:u1
chr19	41059153	41059525	+	3UTR	Dntt	Dntt:chr19:41059153:41059525:u1
chr19	41526312	41526961	+	3UTR	Morf4l1b	Morf4l1b:chr19:41526312:41526961:u1
chr19	41559281	41559781	+	3UTR	Lcor	Lcor:chr19:41559281:41559781:u1
chr19	41586537	41596160	+	3UTR	Lcor	Lcor:chr19:41586537:41596160:u2
chr19	41830993	41832583	+	3UTR	Frat1	Frat1:chr19:41830993:41832583:u1
chr19	41917776	41918665	+	3UTR	Pgam1	Pgam1:chr19:41917776:41918665:u1
chr19	41943697	41944103	+	3UTR	Zdhhc16	Zdhhc16:chr19:41943697:41944103:u1
chr19	42033975	42034641	+	3UTR	Ubtd1	Ubtd1:chr19:42033975:42034641:u1
chr19	42045008	42045110	+	3UTR	Ankrd2	Ankrd2:chr19:42045008:42045110:u1
chr19	42053347	42053628	+	3UTR	4933411K16Rik	4933411K16Rik:chr19:42053347:42053628:u1
chr19	42070338	42070941	+	3UTR	Hoga1	Hoga1:chr19:42070338:42070941:u1
chr19	42119955	42122218	+	3UTR	Pi4k2a	Pi4k2a:chr19:42119955:42122218:u1
chr19	42148171	42149559	+	3UTR	Marveld1	Marveld1:chr19:42148171:42149559:u1
chr19	42150798	42151703	+	3UTR	Marveld1	Marveld1:chr19:42150798:42151703:u2
chr19	42190448	42194592	+	3UTR	Zfyve27	Zfyve27:chr19:42190448:42194592:u1
chr19	42268463	42270348	+	3UTR	Golga7b	Golga7b:chr19:42268463:42270348:u1
chr19	42590673	42592256	+	3UTR	R3hcc1l	R3hcc1l:chr19:42590673:42592256:u1
chr19	43495039	43497210	+	3UTR	Cnnm1	Cnnm1:chr19:43495039:43497210:u1
chr19	43615046	43615892	+	3UTR	Nkx2-3	Nkx2-3:chr19:43615046:43615892:u1
chr19	43729936	43733853	+	3UTR	Entpd7	Entpd7:chr19:43729936:43733853:u1
chr19	43768290	43768638	+	3UTR	Cutc	Cutc:chr19:43768290:43768638:u1
chr19	43837558	43838218	+	3UTR	Abcc2	Abcc2:chr19:43837558:43838218:u1
chr19	44241860	44244016	+	3UTR	Scd3	Scd3:chr19:44241860:44244016:u1
chr19	44303201	44306862	+	3UTR	Scd2	Scd2:chr19:44303201:44306862:u1
chr19	44344900	44346743	+	3UTR	Scd4	Scd4:chr19:44344900:44346743:u1
chr19	44512083	44514273	+	3UTR	Wnt8b	Wnt8b:chr19:44512083:44514273:u1
chr19	44571159	44576274	+	3UTR	Hif1an	Hif1an:chr19:44571159:44576274:u1
chr19	44836028	44838269	+	3UTR	Pax2	Pax2:chr19:44836028:44838269:u1
chr19	44980592	44983785	+	3UTR	Slf2	Slf2:chr19:44980592:44983785:u1
chr19	45001998	45003395	+	3UTR	Sema4g	Sema4g:chr19:45001998:45003395:u1
chr19	45011905	45012764	+	3UTR	Twnk	Twnk:chr19:45011905:45012764:u1
chr19	45026486	45027104	+	3UTR	Lzts2	Lzts2:chr19:45026486:45027104:u1
chr19	45054702	45056383	+	3UTR	Sfxn3	Sfxn3:chr19:45054702:45056383:u1
chr19	45078922	45079289	+	3UTR	Kazald1	Kazald1:chr19:45078922:45079289:u1
chr19	45156117	45156943	+	3UTR	Tlx1	Tlx1:chr19:45156117:45156943:u1
chr19	45527426	45527456	+	3UTR	Btrc	Btrc:chr19:45527426:45527456:u1
chr19	45528973	45533343	+	3UTR	Btrc	Btrc:chr19:45528973:45533343:u2
chr19	45577576	45578289	+	3UTR	Dpcd	Dpcd:chr19:45577576:45578289:u1
chr19	46006044	46006173	+	3UTR	Hps6	Hps6:chr19:46006044:46006173:u1
chr19	46072653	46072909	+	3UTR	Pprc1	Pprc1:chr19:46072653:46072909:u1
chr19	46084171	46085543	+	3UTR	Nolc1	Nolc1:chr19:46084171:46085543:u1
chr19	46134803	46135694	+	3UTR	Elovl3	Elovl3:chr19:46134803:46135694:u1
chr19	46285941	46286510	+	3UTR	Gbf1	Gbf1:chr19:46285941:46286510:u1
chr19	46311895	46312090	+	3UTR	Nfkb2	Nfkb2:chr19:46311895:46312090:u1
chr19	46330292	46330446	+	3UTR	Fbxl15	Fbxl15:chr19:46330292:46330446:u1
chr19	46374715	46375254	+	3UTR	Mfsd13a	Mfsd13a:chr19:46374715:46375254:u1
chr19	46485945	46488804	+	3UTR	Sufu	Sufu:chr19:46485945:46488804:u1
chr19	46515667	46516455	+	3UTR	Trim8	Trim8:chr19:46515667:46516455:u1
chr19	46594772	46596900	+	3UTR	Sfxn2	Sfxn2:chr19:46594772:46596900:u1
chr19	46654720	46657389	+	3UTR	Wbp1l	Wbp1l:chr19:46654720:46657389:u1
chr19	46701567	46703382	+	3UTR	Borcs7	Borcs7:chr19:46701567:46703382:u1
chr19	46740569	46741095	+	3UTR	As3mt	As3mt:chr19:46740569:46741095:u1
chr19	46878043	46878580	+	3UTR	Cnnm2	Cnnm2:chr19:46878043:46878580:u1
chr19	47023651	47025327	+	3UTR	Ina	Ina:chr19:47023651:47025327:u1
chr19	47082645	47083479	+	3UTR	Taf5	Taf5:chr19:47082645:47083479:u1
chr19	47130811	47131145	+	3UTR	Pdcd11	Pdcd11:chr19:47130811:47131145:u1
chr19	47257656	47259441	+	3UTR	Neurl1a	Neurl1a:chr19:47257656:47259441:u1
chr19	47642094	47645246	+	3UTR	Slk	Slk:chr19:47642094:47645246:u1
chr19	47735019	47735588	+	3UTR	Sfr1	Sfr1:chr19:47735019:47735588:u1
chr19	47864451	47864788	+	3UTR	Gsto1	Gsto1:chr19:47864451:47864788:u1
chr19	47886190	47886305	+	3UTR	Gsto2	Gsto2:chr19:47886190:47886305:u1
chr19	48034773	48035379	+	3UTR	Cfap58	Cfap58:chr19:48034773:48035379:u1
chr19	48803687	48805505	+	3UTR	Sorcs3	Sorcs3:chr19:48803687:48805505:u1
chr19	52264951	52265009	+	3UTR	Ins1	Ins1:chr19:52264951:52265009:u1
chr19	53245291	53247326	+	3UTR	Add3	Add3:chr19:53245291:53247326:u1
chr19	53371737	53373293	+	3UTR	Mxi1	Mxi1:chr19:53371737:53373293:u1
chr19	53541323	53541809	+	3UTR	Dusp5	Dusp5:chr19:53541323:53541809:u1
chr19	53644779	53645831	+	3UTR	Smc3	Smc3:chr19:53644779:53645831:u1
chr19	53864191	53867080	+	3UTR	Rbm20	Rbm20:chr19:53864191:53867080:u1
chr19	53929144	53929861	+	3UTR	Pdcd4	Pdcd4:chr19:53929144:53929861:u1
chr19	54031277	54033278	+	3UTR	Shoc2	Shoc2:chr19:54031277:54033278:u1
chr19	54047613	54048982	+	3UTR	Adra2a	Adra2a:chr19:54047613:54048982:u1
chr19	55194709	55196313	+	3UTR	Tectb	Tectb:chr19:55194709:55196313:u1
chr19	55295514	55295522	+	3UTR	Acsl5	Acsl5:chr19:55295514:55295522:u1
chr19	55296366	55296628	+	3UTR	Acsl5	Acsl5:chr19:55296366:55296628:u2
chr19	55499309	55499315	+	3UTR	Vti1a	Vti1a:chr19:55499309:55499315:u1
chr19	55576508	55576999	+	3UTR	Vti1a	Vti1a:chr19:55576508:55576999:u2
chr19	55623817	55627461	+	3UTR	Vti1a	Vti1a:chr19:55623817:55627461:u3
chr19	55926727	55926756	+	3UTR	Tcf7l2	Tcf7l2:chr19:55926727:55926756:u1
chr19	55927737	55927754	+	3UTR	Tcf7l2	Tcf7l2:chr19:55927737:55927754:u2
chr19	55931434	55933655	+	3UTR	Tcf7l2	Tcf7l2:chr19:55931434:55933655:u3
chr19	56311789	56311988	+	3UTR	Habp2	Habp2:chr19:56311789:56311988:u1
chr19	56319636	56320820	+	3UTR	Habp2	Habp2:chr19:56319636:56320820:u2
chr19	56441096	56442343	+	3UTR	Casp7	Casp7:chr19:56441096:56442343:u1
chr19	56485849	56486729	+	3UTR	Plekhs1	Plekhs1:chr19:56485849:56486729:u1
chr19	56597513	56598846	+	3UTR	Nhlrc2	Nhlrc2:chr19:56597513:56598846:u1
chr19	56723773	56725150	+	3UTR	Adrb1	Adrb1:chr19:56723773:56725150:u1
chr19	56868703	56870012	+	3UTR	Tdrd1	Tdrd1:chr19:56868703:56870012:u1
chr19	56910746	56912078	+	3UTR	Vwa2	Vwa2:chr19:56910746:56912078:u1
chr19	57386577	57389594	+	3UTR	Fam160b1	Fam160b1:chr19:57386577:57389594:u1
chr19	57485396	57491005	+	3UTR	Trub1	Trub1:chr19:57485396:57491005:u1
chr19	58131215	58133340	+	3UTR	Atrnl1	Atrnl1:chr19:58131215:58133340:u1
chr19	58552915	58553104	+	3UTR	Ccdc172	Ccdc172:chr19:58552915:58553104:u1
chr19	58681728	58681799	+	3UTR	Pnlip	Pnlip:chr19:58681728:58681799:u1
chr19	58744129	58744169	+	3UTR	Pnliprp1	Pnliprp1:chr19:58744129:58744169:u1
chr19	58777482	58777534	+	3UTR	Pnliprp2	Pnliprp2:chr19:58777482:58777534:u1
chr19	58970744	58971421	+	3UTR	Eno4	Eno4:chr19:58970744:58971421:u1
chr19	59235610	59237370	+	3UTR	Kcnk18	Kcnk18:chr19:59235610:59237370:u1
chr19	59293917	59296012	+	3UTR	Slc18a2	Slc18a2:chr19:59293917:59296012:u1
chr19	59464048	59465357	+	3UTR	Emx2	Emx2:chr19:59464048:59465357:u1
chr19	60757070	60759914	+	3UTR	Nanos1	Nanos1:chr19:60757070:60759914:u1
chr19	60835003	60836235	+	3UTR	Fam45a	Fam45a:chr19:60835003:60836235:u1
chr19	61091993	61092555	+	3UTR	Grk5	Grk5:chr19:61091993:61092555:u1
chr19	3259076	3261431	-	3UTR	Ighmbp2	Ighmbp2:chr19:3259076:3261431:u1
chr19	3409915	3410094	-	3UTR	Gal	Gal:chr19:3409915:3410094:u1
chr19	3454929	3456999	-	3UTR	Ppp6r3	Ppp6r3:chr19:3454929:3456999:u1
chr19	3584825	3585029	-	3UTR	Lrp5	Lrp5:chr19:3584825:3585029:u1
chr19	3896050	3896113	-	3UTR	Tcirg1	Tcirg1:chr19:3896050:3896113:u1
chr19	3908863	3908942	-	3UTR	Ndufs8	Ndufs8:chr19:3908863:3908942:u1
chr19	3913491	3913893	-	3UTR	Aldh3b1	Aldh3b1:chr19:3913491:3913893:u1
chr19	4007499	4007578	-	3UTR	Ndufv1	Ndufv1:chr19:4007499:4007578:u1
chr19	4035411	4035472	-	3UTR	Gstp1	Gstp1:chr19:4035411:4035472:u1
chr19	4040288	4040350	-	3UTR	Gstp2	Gstp2:chr19:4040288:4040350:u1
chr19	4057473	4057529	-	3UTR	Gstp3	Gstp3:chr19:4057473:4057529:u1
chr19	4113756	4114590	-	3UTR	Aip	Aip:chr19:4113756:4114590:u1
chr19	4135423	4135986	-	3UTR	Cabp4	Cabp4:chr19:4135423:4135986:u1
chr19	4156792	4157009	-	3UTR	Rps6kb2	Rps6kb2:chr19:4156792:4157009:u1
chr19	4164324	4165337	-	3UTR	Carns1	Carns1:chr19:4164324:4165337:u1
chr19	4184357	4184725	-	3UTR	Tbc1d10c	Tbc1d10c:chr19:4184357:4184725:u1
chr19	4195198	4195986	-	3UTR	Rad9a	Rad9a:chr19:4195198:4195986:u1
chr19	4261669	4262353	-	3UTR	Ssh3	Ssh3:chr19:4261669:4262353:u1
chr19	4270180	4270335	-	3UTR	Ankrd13d	Ankrd13d:chr19:4270180:4270335:u1
chr19	4285999	4287099	-	3UTR	Grk2	Grk2:chr19:4285999:4287099:u1
chr19	4316147	4319099	-	3UTR	Kdm2a	Kdm2a:chr19:4316147:4319099:u1
chr19	4423472	4426212	-	3UTR	Rhod	Rhod:chr19:4423472:4426212:u1
chr19	4445908	4447686	-	3UTR	Syt12	Syt12:chr19:4445908:4447686:u1
chr19	4496788	4497515	-	3UTR	2010003K11Rik	2010003K11Rik:chr19:4496788:4497515:u1
chr19	4611784	4612076	-	3UTR	Lrfn4	Lrfn4:chr19:4611784:4612076:u1
chr19	4622595	4623006	-	3UTR	Rce1	Rce1:chr19:4622595:4623006:u1
chr19	4784293	4785567	-	3UTR	Gm21992	Gm21992:chr19:4784293:4785567:u2
chr19	4784293	4785567	-	3UTR	Rbm4	Rbm4:chr19:4784293:4785567:u2
chr19	4787361	4787368	-	3UTR	Gm21992	Gm21992:chr19:4787361:4787368:u1
chr19	4787361	4787368	-	3UTR	Rbm4	Rbm4:chr19:4787361:4787368:u1
chr19	4800566	4801597	-	3UTR	Rbm14	Rbm14:chr19:4800566:4801597:u1
chr19	4825366	4825510	-	3UTR	Ccs	Ccs:chr19:4825366:4825510:u1
chr19	4861216	4861344	-	3UTR	Actn3	Actn3:chr19:4861216:4861344:u1
chr19	4886882	4890671	-	3UTR	Bbs1	Bbs1:chr19:4886882:4890671:u1
chr19	4907229	4907621	-	3UTR	Dpp3	Dpp3:chr19:4907229:4907621:u1
chr19	4929717	4932297	-	3UTR	Peli3	Peli3:chr19:4929717:4932297:u1
chr19	4984354	4985067	-	3UTR	Npas4	Npas4:chr19:4984354:4985067:u1
chr19	5079337	5081769	-	3UTR	Tmem151a	Tmem151a:chr19:5079337:5081769:u1
chr19	5092868	5093469	-	3UTR	Cnih2	Cnih2:chr19:5092868:5093469:u1
chr19	5099207	5100377	-	3UTR	Rab1b	Rab1b:chr19:5099207:5100377:u1
chr19	5107746	5108604	-	3UTR	Klc2	Klc2:chr19:5107746:5108604:u1
chr19	5133685	5134909	-	3UTR	Pacs1	Pacs1:chr19:5133685:5134909:u1
chr19	5273921	5274455	-	3UTR	Sf3b2	Sf3b2:chr19:5273921:5274455:u1
chr19	5344705	5347965	-	3UTR	Cst6	Cst6:chr19:5344705:5347965:u1
chr19	5364633	5365011	-	3UTR	Banf1	Banf1:chr19:5364633:5365011:u1
chr19	5377523	5380116	-	3UTR	Sart1	Sart1:chr19:5377523:5380116:u1
chr19	5390047	5390061	-	3UTR	Tsga10ip	Tsga10ip:chr19:5390047:5390061:u1
chr19	5422804	5422919	-	3UTR	Drap1	Drap1:chr19:5422804:5422919:u1
chr19	5453163	5456984	-	3UTR	Ccdc85b	Ccdc85b:chr19:5453163:5456984:u1
chr19	5465043	5465340	-	3UTR	Ctsw	Ctsw:chr19:5465043:5465340:u1
chr19	5482561	5482962	-	3UTR	Mus81	Mus81:chr19:5482561:5482962:u1
chr19	5495274	5495701	-	3UTR	Snx32	Snx32:chr19:5495274:5495701:u1
chr19	5502769	5502866	-	3UTR	1700020D05Rik	1700020D05Rik:chr19:5502769:5502866:u1
chr19	5549137	5550957	-	3UTR	Ovol1	Ovol1:chr19:5549137:5550957:u1
chr19	5603014	5603417	-	3UTR	Kat5	Kat5:chr19:5603014:5603417:u2
chr19	5605122	5605177	-	3UTR	Kat5	Kat5:chr19:5605122:5605177:u1
chr19	5651185	5651415	-	3UTR	Sipa1	Sipa1:chr19:5651185:5651415:u1
chr19	5664635	5665052	-	3UTR	Pcnx3	Pcnx3:chr19:5664635:5665052:u1
chr19	5707374	5708325	-	3UTR	Ehbp1l1	Ehbp1l1:chr19:5707374:5708325:u1
chr19	5728087	5728589	-	3UTR	Fam89b	Fam89b:chr19:5728087:5728589:u1
chr19	5730306	5730368	-	3UTR	Znrd2	Znrd2:chr19:5730306:5730368:u1
chr19	5758427	5758571	-	3UTR	Scyl1	Scyl1:chr19:5758427:5758571:u1
chr19	5850974	5852620	-	3UTR	Frmd8	Frmd8:chr19:5850974:5852620:u1
chr19	5891138	5891687	-	3UTR	Tigd3	Tigd3:chr19:5891138:5891687:u1
chr19	5896516	5898554	-	3UTR	Dpf2	Dpf2:chr19:5896516:5898554:u1
chr19	5917556	5918030	-	3UTR	Cdc42ep2	Cdc42ep2:chr19:5917556:5918030:u1
chr19	5940543	5940861	-	3UTR	Pola2	Pola2:chr19:5940543:5940861:u2
chr19	5941105	5941498	-	3UTR	Pola2	Pola2:chr19:5941105:5941498:u1
chr19	5970234	5970456	-	3UTR	Slc22a20	Slc22a20:chr19:5970234:5970456:u1
chr19	5988545	5989360	-	3UTR	Capn1	Capn1:chr19:5988545:5989360:u1
chr19	6053630	6054835	-	3UTR	Mrpl49	Mrpl49:chr19:6053630:6054835:u1
chr19	6062821	6062912	-	3UTR	Tm7sf2	Tm7sf2:chr19:6062821:6062912:u1
chr19	6067842	6068114	-	3UTR	Vps51	Vps51:chr19:6067842:6068114:u1
chr19	6080757	6081027	-	3UTR	Zfpl1	Zfpl1:chr19:6080757:6081027:u1
chr19	6116004	6116093	-	3UTR	Sac3d1	Sac3d1:chr19:6116004:6116093:u1
chr19	6119399	6119862	-	3UTR	Snx15	Snx15:chr19:6119399:6119862:u1
chr19	6134389	6134666	-	3UTR	Arl2	Arl2:chr19:6134389:6134666:u1
chr19	6227767	6228383	-	3UTR	Ppp2r5b	Ppp2r5b:chr19:6227767:6228383:u1
chr19	6535856	6536128	-	3UTR	Slc22a12	Slc22a12:chr19:6535856:6536128:u1
chr19	6829084	6829724	-	3UTR	Rps6ka4	Rps6ka4:chr19:6829084:6829724:u2
chr19	6829850	6829938	-	3UTR	Rps6ka4	Rps6ka4:chr19:6829850:6829938:u1
chr19	6844623	6845063	-	3UTR	Ccdc88b	Ccdc88b:chr19:6844623:6845063:u1
chr19	6906697	6906951	-	3UTR	Prdx5	Prdx5:chr19:6906697:6906951:u2
chr19	6907066	6907069	-	3UTR	Prdx5	Prdx5:chr19:6907066:6907069:u1
chr19	6910977	6911750	-	3UTR	Esrra	Esrra:chr19:6910977:6911750:u1
chr19	6922426	6922550	-	3UTR	Catsperz	Catsperz:chr19:6922426:6922550:u1
chr19	6925662	6925982	-	3UTR	Kcnk4	Kcnk4:chr19:6925662:6925982:u1
chr19	6938057	6938369	-	3UTR	Gpr137	Gpr137:chr19:6938057:6938369:u1
chr19	6953713	6954095	-	3UTR	Plcb3	Plcb3:chr19:6953713:6954095:u1
chr19	6977585	6977934	-	3UTR	LOC114841036	LOC114841036:chr19:6977585:6977934:u6
chr19	6977737	6977872	-	3UTR	Fkbp2	Fkbp2:chr19:6977737:6977872:u1
chr19	6978011	6978046	-	3UTR	LOC114841036	LOC114841036:chr19:6978011:6978046:u5
chr19	6978390	6978436	-	3UTR	LOC114841036	LOC114841036:chr19:6978390:6978436:u4
chr19	6978558	6978670	-	3UTR	LOC114841036	LOC114841036:chr19:6978558:6978670:u3
chr19	6978973	6979141	-	3UTR	LOC114841036	LOC114841036:chr19:6978973:6979141:u2
